Register Name,Register Address,Register Width,Register Access,Register Reset Value,Register Constraints,Register Custom Type,Field Name,Field Offset,Field Width,Field Access,Field Reset Value,Field is Covered,Field is Reserved,Field is Volatile,Field Constraints,Register Description,Field Description
RW_CLOCKS_AND_RESETS_ALL_w8,,8,RW,,,,I2C_RW_enable_capbank_override,4,1,,0x0,TRUE,FALSE,FALSE,,,Enables the override of the capacitor bank [1: enable; 0: disable].
RW_CLOCKS_AND_RESETS_ALL_w8,,8,RW,,,,I2C_RW_capbank_select,5,3,,0x7,TRUE,FALSE,FALSE,,,Selects the capacitor bank value for the VCO (only when I2C_RW_enable_capbank_override is 1)
RW_CLOCKS_AND_RESETS_ALL_w9,,8,RW,,,,I2C_RW_capbank_select,0,6,,0x3,TRUE,FALSE,FALSE,,,Selects the capacitor bank value for the VCO (only when I2C_RW_enable_capbank_override is 1)
RW_CLOCKS_AND_RESETS_ALL_w9,,8,RW,,,,I2C_RW_calibration_end_of_count_select,6,2,,0x3,TRUE,FALSE,FALSE,,,Selects the VCO calibration race goal in number of clock cycles between refClk (refClkCounter) and vco_40MHz (vcoClkCounter) (2^(I2C_RW_calibration_end_of_count_select+1)); default: 15
RW_CLOCKS_AND_RESETS_ALL_w10,,8,RW,,,,I2C_RW_calibration_end_of_count_select,0,2,,0x3,TRUE,FALSE,FALSE,,,Selects the VCO calibration race goal in number of clock cycles between refClk (refClkCounter) and vco_40MHz (vcoClkCounter) (2^(I2C_RW_calibration_end_of_count_select+1)); default: 15
RW_CLOCKS_AND_RESETS_ALL_w10,,8,RW,,,,I2C_RW_wait_pll_time,2,4,,0xf,TRUE,FALSE,FALSE,,,Wait time configuration for the PLL state machine waiting for lock (2 ^ I2C_RW_wait_pll_time);(only when I2C_RW_lock_filter_enable == 0); default: 15
RW_CLOCKS_AND_RESETS_ALL_w10,,8,RW,,,,I2C_RW_enable_control_override,6,1,,0x0,TRUE,FALSE,FALSE,,,Enables the control override of the PLL state machine; default: 0. [1: enable; 0: disable].
RW_CLOCKS_AND_RESETS_ALL_w10,,8,RW,,,,I2C_RW_co_enable_pll,7,1,,0x0,TRUE,FALSE,FALSE,,,Enables the enablePLL switch in the PLL [0: disable; 1: enable] (only when I2C_RW_enable_control_override is 1); default: 0. [1: enable; 0: disable].
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_co_connect_pll,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_co_dis_data_counter_ref,1,1,,0x0,TRUE,FALSE,FALSE,,,RESERVED (not used)
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_co_dis_des_vbiasgen,2,1,,0x0,TRUE,FALSE,FALSE,,,RESERVED (not used)
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_co_override_vc,3,1,,0x0,TRUE,FALSE,FALSE,,,Forces the VCO's control voltage to be in mid range [1: enable; 0: disable] (only when I2C_RW_enable_control_override is 1); default: 0
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_lock_filter_enable,4,1,,0x1,TRUE,FALSE,FALSE,,,Enables the lock filter on the instant lock signal for the PLL; default: 1 [1: enable; 0: disable].
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_lock_filter_lock_threshold,5,3,,0x7,TRUE,FALSE,FALSE,,,Sets the lock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_lock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w12,,8,RW,,,,I2C_RW_lock_filter_lock_threshold,0,1,,0x1,TRUE,FALSE,FALSE,,,Sets the lock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_lock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w12,,8,RW,,,,I2C_RW_lock_filter_relock_threshold,1,4,,0xf,TRUE,FALSE,FALSE,,,Sets the relock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_relock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w12,,8,RW,,,,I2C_RW_lock_filter_unLock_threshold,5,3,,0x7,TRUE,FALSE,FALSE,,,Sets the unlock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_unLock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w13,,8,RW,,,,I2C_RW_lock_filter_unLock_threshold,0,1,,0x1,TRUE,FALSE,FALSE,,,Sets the unlock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_unLock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w13,,8,RW,,,,I2C_RW_lock_filter_clk_always_enable,1,1,,0x0,TRUE,FALSE,FALSE,,,Bypass clock gating and leave the clock always enabled in the lock filter; default: 0. [1: enable bypass; 0: disable bypass].
RW_CLOCKS_AND_RESETS_ALL_w13,,8,RW,,,,I2C_RW_test_output_0_select,2,6,,0x0,TRUE,FALSE,FALSE,,,Control for the test output multiplexer (channel 0) [0: Always low; 1: Always high; 2: ClkA; 3: ClkB; 4: ClkC; 5: clk40M_etx; 6: clk80M_etx; 7: clk160M_etx; 8: clk320M_etx; 9: clk640M_etx; 10: clk1G28_etx; 11: clk40M_erx; 12: clk80M_erx; 13: clk160M_erx; 14: clk320M_erx; 15: clk640M_erx; 16: clk1G28_erx; 17: end_counter_ref_clk; 18: capbank_search_active; 19: end_counter_vco; 20: pll_inst_lock; 21: pll_lockedV; 22: data_fcV; 23: clk_320M_fcV; 24: fc_locked_asyncV; 25: fc_error_asyncV; 26: fc_UNASSIGNED_asyncV; 27: fc_SPARE_7_asyncV; 28: fc_SPARE_6_asyncV; 29: fc_SPARE_5_asyncV; 30: fc_SPARE_4_asyncV; 31: fc_SPARE_3_asyncV; 32: fc_SPARE_2_asyncV; 33: fc_SPARE_1_asyncV; 34: fc_SPARE_0_asyncV; 35: fc_LINK_RESET_ECON_D_asyncV; 36: fc_LINK_RESET_ECON_T_asyncV; 37: fc_LINK_RESET_ROC_D_asyncV; 38: fc_LINK_RESET_ROC_T_asyncV; 39: fc_ECR_asyncV; 40: fc_EBR_asyncV; 41: fc_CalPulseExt_asyncV; 42: fc_CalPulseInt_asyncV; 43: fc_NZS_asyncV; 44: fc_L1A_asyncV; 45: fc_OCR_asyncV; 46: fc_BCR_asyncV; 47: fc_Chip_Sync_asyncV; 48: fc_UNASSIGNEDV; 49: fc_SPARE_7V; 50: fc_SPARE_6V; 51: fc_SPARE_5V; 52: fc_SPARE_4V; 53: fc_SPARE_3V; 54: fc_SPARE_2V; 55: fc_SPARE_1V; 56: fc_SPARE_0V; 57: fc_LINK_RESET_ECON_DV; 58: fc_LINK_RESET_ECON_TV; 59: fc_LINK_RESET_ROC_DV; 60: fc_LINK_RESET_ROC_TV; 61: fc_ECRV; 62: fc_EBRV; 63: fc_CalPulseExtV; 64: fc_CalPulseIntV; 65: fc_NZSV; 66: fc_L1AV; 67: fc_OCRV; 68: fc_BCRV; 69: fc_Chip_SyncV; 70: dll_late[0]; 71: dll_late[1]; 72: dll_late[2]; 73: dll_late[3]; 74: dll_late[4]; 75: dll_late[5]; 76: dll_late[6]; 77: dll_late[7]; 78: dll_late[8]; 79: dll_late[9]; 80: dll_late[10]; 81: dll_late[11]]
RW_CLOCKS_AND_RESETS_ALL_w14,,8,RW,,,,I2C_RW_test_output_0_select,0,2,,0x0,TRUE,FALSE,FALSE,,,Control for the test output multiplexer (channel 0) [0: Always low; 1: Always high; 2: ClkA; 3: ClkB; 4: ClkC; 5: clk40M_etx; 6: clk80M_etx; 7: clk160M_etx; 8: clk320M_etx; 9: clk640M_etx; 10: clk1G28_etx; 11: clk40M_erx; 12: clk80M_erx; 13: clk160M_erx; 14: clk320M_erx; 15: clk640M_erx; 16: clk1G28_erx; 17: end_counter_ref_clk; 18: capbank_search_active; 19: end_counter_vco; 20: pll_inst_lock; 21: pll_lockedV; 22: data_fcV; 23: clk_320M_fcV; 24: fc_locked_asyncV; 25: fc_error_asyncV; 26: fc_UNASSIGNED_asyncV; 27: fc_SPARE_7_asyncV; 28: fc_SPARE_6_asyncV; 29: fc_SPARE_5_asyncV; 30: fc_SPARE_4_asyncV; 31: fc_SPARE_3_asyncV; 32: fc_SPARE_2_asyncV; 33: fc_SPARE_1_asyncV; 34: fc_SPARE_0_asyncV; 35: fc_LINK_RESET_ECON_D_asyncV; 36: fc_LINK_RESET_ECON_T_asyncV; 37: fc_LINK_RESET_ROC_D_asyncV; 38: fc_LINK_RESET_ROC_T_asyncV; 39: fc_ECR_asyncV; 40: fc_EBR_asyncV; 41: fc_CalPulseExt_asyncV; 42: fc_CalPulseInt_asyncV; 43: fc_NZS_asyncV; 44: fc_L1A_asyncV; 45: fc_OCR_asyncV; 46: fc_BCR_asyncV; 47: fc_Chip_Sync_asyncV; 48: fc_UNASSIGNEDV; 49: fc_SPARE_7V; 50: fc_SPARE_6V; 51: fc_SPARE_5V; 52: fc_SPARE_4V; 53: fc_SPARE_3V; 54: fc_SPARE_2V; 55: fc_SPARE_1V; 56: fc_SPARE_0V; 57: fc_LINK_RESET_ECON_DV; 58: fc_LINK_RESET_ECON_TV; 59: fc_LINK_RESET_ROC_DV; 60: fc_LINK_RESET_ROC_TV; 61: fc_ECRV; 62: fc_EBRV; 63: fc_CalPulseExtV; 64: fc_CalPulseIntV; 65: fc_NZSV; 66: fc_L1AV; 67: fc_OCRV; 68: fc_BCRV; 69: fc_Chip_SyncV; 70: dll_late[0]; 71: dll_late[1]; 72: dll_late[2]; 73: dll_late[3]; 74: dll_late[4]; 75: dll_late[5]; 76: dll_late[6]; 77: dll_late[7]; 78: dll_late[8]; 79: dll_late[9]; 80: dll_late[10]; 81: dll_late[11]]
RW_CLOCKS_AND_RESETS_ALL_w14,,8,RW,,,,I2C_RW_test_output_1_select,2,6,,0x0,TRUE,FALSE,FALSE,,,Control for the test output multiplexer (channel 1) [0: Always low; 1: Always high; 2: ClkA; 3: ClkB; 4: ClkC; 5: clk40M_etx; 6: clk80M_etx; 7: clk160M_etx; 8: clk320M_etx; 9: clk640M_etx; 10: clk1G28_etx; 11: clk40M_erx; 12: clk80M_erx; 13: clk160M_erx; 14: clk320M_erx; 15: clk640M_erx; 16: clk1G28_erx; 17: end_counter_ref_clk; 18: capbank_search_active; 19: end_counter_vco; 20: pll_inst_lock; 21: pll_lockedV; 22: data_fcV; 23: clk_320M_fcV; 24: fc_locked_asyncV; 25: fc_error_asyncV; 26: fc_UNASSIGNED_asyncV; 27: fc_SPARE_7_asyncV; 28: fc_SPARE_6_asyncV; 29: fc_SPARE_5_asyncV; 30: fc_SPARE_4_asyncV; 31: fc_SPARE_3_asyncV; 32: fc_SPARE_2_asyncV; 33: fc_SPARE_1_asyncV; 34: fc_SPARE_0_asyncV; 35: fc_LINK_RESET_ECON_D_asyncV; 36: fc_LINK_RESET_ECON_T_asyncV; 37: fc_LINK_RESET_ROC_D_asyncV; 38: fc_LINK_RESET_ROC_T_asyncV; 39: fc_ECR_asyncV; 40: fc_EBR_asyncV; 41: fc_CalPulseExt_asyncV; 42: fc_CalPulseInt_asyncV; 43: fc_NZS_asyncV; 44: fc_L1A_asyncV; 45: fc_OCR_asyncV; 46: fc_BCR_asyncV; 47: fc_Chip_Sync_asyncV; 48: fc_UNASSIGNEDV; 49: fc_SPARE_7V; 50: fc_SPARE_6V; 51: fc_SPARE_5V; 52: fc_SPARE_4V; 53: fc_SPARE_3V; 54: fc_SPARE_2V; 55: fc_SPARE_1V; 56: fc_SPARE_0V; 57: fc_LINK_RESET_ECON_DV; 58: fc_LINK_RESET_ECON_TV; 59: fc_LINK_RESET_ROC_DV; 60: fc_LINK_RESET_ROC_TV; 61: fc_ECRV; 62: fc_EBRV; 63: fc_CalPulseExtV; 64: fc_CalPulseIntV; 65: fc_NZSV; 66: fc_L1AV; 67: fc_OCRV; 68: fc_BCRV; 69: fc_Chip_SyncV; 70: dll_late[0]; 71: dll_late[1]; 72: dll_late[2]; 73: dll_late[3]; 74: dll_late[4]; 75: dll_late[5]; 76: dll_late[6]; 77: dll_late[7]; 78: dll_late[8]; 79: dll_late[9]; 80: dll_late[10]; 81: dll_late[11]]
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_1_select,0,2,,0x0,TRUE,FALSE,FALSE,,,Control for the test output multiplexer (channel 1) [0: Always low; 1: Always high; 2: ClkA; 3: ClkB; 4: ClkC; 5: clk40M_etx; 6: clk80M_etx; 7: clk160M_etx; 8: clk320M_etx; 9: clk640M_etx; 10: clk1G28_etx; 11: clk40M_erx; 12: clk80M_erx; 13: clk160M_erx; 14: clk320M_erx; 15: clk640M_erx; 16: clk1G28_erx; 17: end_counter_ref_clk; 18: capbank_search_active; 19: end_counter_vco; 20: pll_inst_lock; 21: pll_lockedV; 22: data_fcV; 23: clk_320M_fcV; 24: fc_locked_asyncV; 25: fc_error_asyncV; 26: fc_UNASSIGNED_asyncV; 27: fc_SPARE_7_asyncV; 28: fc_SPARE_6_asyncV; 29: fc_SPARE_5_asyncV; 30: fc_SPARE_4_asyncV; 31: fc_SPARE_3_asyncV; 32: fc_SPARE_2_asyncV; 33: fc_SPARE_1_asyncV; 34: fc_SPARE_0_asyncV; 35: fc_LINK_RESET_ECON_D_asyncV; 36: fc_LINK_RESET_ECON_T_asyncV; 37: fc_LINK_RESET_ROC_D_asyncV; 38: fc_LINK_RESET_ROC_T_asyncV; 39: fc_ECR_asyncV; 40: fc_EBR_asyncV; 41: fc_CalPulseExt_asyncV; 42: fc_CalPulseInt_asyncV; 43: fc_NZS_asyncV; 44: fc_L1A_asyncV; 45: fc_OCR_asyncV; 46: fc_BCR_asyncV; 47: fc_Chip_Sync_asyncV; 48: fc_UNASSIGNEDV; 49: fc_SPARE_7V; 50: fc_SPARE_6V; 51: fc_SPARE_5V; 52: fc_SPARE_4V; 53: fc_SPARE_3V; 54: fc_SPARE_2V; 55: fc_SPARE_1V; 56: fc_SPARE_0V; 57: fc_LINK_RESET_ECON_DV; 58: fc_LINK_RESET_ECON_TV; 59: fc_LINK_RESET_ROC_DV; 60: fc_LINK_RESET_ROC_TV; 61: fc_ECRV; 62: fc_EBRV; 63: fc_CalPulseExtV; 64: fc_CalPulseIntV; 65: fc_NZSV; 66: fc_L1AV; 67: fc_OCRV; 68: fc_BCRV; 69: fc_Chip_SyncV; 70: dll_late[0]; 71: dll_late[1]; 72: dll_late[2]; 73: dll_late[3]; 74: dll_late[4]; 75: dll_late[5]; 76: dll_late[6]; 77: dll_late[7]; 78: dll_late[8]; 79: dll_late[9]; 80: dll_late[10]; 81: dll_late[11]]
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_enable_0,2,1,,0x1,TRUE,FALSE,FALSE,,,Enable test output 0 [1: enable; 0: disable].
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_invert_data_0,3,1,,0x0,TRUE,FALSE,FALSE,,,Invert test output 0 [1: invert; 0: not invert].
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_preemp_mode_0,4,2,,0x0,TRUE,FALSE,FALSE,,,Sets the pre-emphasis mode for test output 0 [0: disabled; 1: reserved; 2: self timed; 3:reserved]
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_drive_strength_0,6,2,,0x3,TRUE,FALSE,FALSE,,,Sets the driving strength for test output 0 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w16,,8,RW,,,,I2C_RW_test_output_drive_strength_0,0,1,,0x0,TRUE,FALSE,FALSE,,,Sets the driving strength for test output 0 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w16,,8,RW,,,,I2C_RW_test_output_preemp_strength_0,1,3,,0x3,TRUE,FALSE,FALSE,,,Sets the pre-emphasis strength for test output 0 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w16,,8,RW,,,,I2C_RW_test_output_preemp_width_0,4,3,,0x0,TRUE,FALSE,FALSE,,,Sets the width of pre-emphasis pulse for test output 0 in self timed mode [0: 120ps; 1: 240ps; ...; 7: 960 ps]
RW_CLOCKS_AND_RESETS_ALL_w16,,8,RW,,,,I2C_RW_test_output_lowSupplyR_0,7,1,,0x0,TRUE,FALSE,FALSE,,,
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_enable_1,0,1,,0x1,TRUE,FALSE,FALSE,,,Enable test output 1 [1: enable; 0: disable].
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_invert_data_1,1,1,,0x0,TRUE,FALSE,FALSE,,,Invert test output 1 [1: invert; 0: not invert].
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_preemp_mode_1,2,2,,0x0,TRUE,FALSE,FALSE,,,Sets the pre-emphasis mode for test output 1 [0: disabled; 2'd2: self timed]
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_drive_strength_1,4,3,,0x3,TRUE,FALSE,FALSE,,,Sets the driving strength for test output 1 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_preemp_strength_1,7,1,,0x1,TRUE,FALSE,FALSE,,,Sets the pre-emphasis strength for test output 1 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_test_output_preemp_strength_1,0,2,,0x1,TRUE,FALSE,FALSE,,,Sets the pre-emphasis strength for test output 1 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_test_output_preemp_width_1,2,3,,0x0,TRUE,FALSE,FALSE,,,Sets the width of pre-emphasis pulse for test output 0 in self timed mode [0: 120ps; 1: 240ps; ...; 7: 960 ps]
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_test_output_lowSupplyR_1,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_ref_clk_sel_testclkin,6,1,,0x0,TRUE,FALSE,FALSE,,,Reference clock selection; 0: from fast command; 1: from test_clk_in
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_clk_tree_sram_disable,7,1,,0x0,TRUE,FALSE,FALSE,,,Disable non triplicated clock for SRAMs
RW_CLOCKS_AND_RESETS_ALL_w19,,8,RW,,,,I2C_RW_clk_tree_erx_disable,0,1,,0x0,TRUE,FALSE,FALSE,,,Disable clock tree for high speed deserializers (ePortRxGroup)
RW_CLOCKS_AND_RESETS_ALL_w19,,8,RW,,,,I2C_RW_clk_tree_etx_disable,1,1,,0x0,TRUE,FALSE,FALSE,,,Disable clock tree for high speed serializers
RW_CLOCKS_AND_RESETS_ALL_w19,,8,RW,,,,RSVD0,2,6,,0x0,FALSE,TRUE,FALSE,,,
RO_CLOCKS_AND_RESETS_ALL_w0,,8,RO,,,,I2C_RO_pusm_timeout_pll_action_counter,0,8,,0x0,TRUE,FALSE,TRUE,,,PLL timeout action counter
RO_CLOCKS_AND_RESETS_ALL_w1,,8,RO,,,,I2C_RO_pusm_timeout_dll_action_counter,0,8,,0x0,TRUE,FALSE,TRUE,,,DLL timeout action counter
RO_CLOCKS_AND_RESETS_ALL_w2,,8,RO,,,,I2C_RO_pusm_watchdog_pll_action_counter,0,8,,0x0,TRUE,FALSE,TRUE,,,PLL watchdog action action counter
RO_CLOCKS_AND_RESETS_ALL_w3,,8,RO,,,,I2C_RO_pusm_watchdog_dll_action_counter,0,8,,0x0,TRUE,FALSE,TRUE,,,DLL watchdog action action counter
RO_CLOCKS_AND_RESETS_ALL_w4,,8,RO,,,,I2C_RO_pusm_left_ready_action_counter,0,8,,0x0,TRUE,FALSE,TRUE,,,Left Ready State action action counter
RO_CLOCKS_AND_RESETS_ALL_w5,,8,RO,,,,I2C_RO_pusm_state_upset_action_counter,0,8,,0x0,TRUE,FALSE,TRUE,,,State Upset action action counter
RO_CLOCKS_AND_RESETS_ALL_w6,,8,RO,,,,I2C_RO_pusm_state,0,4,,0x0,TRUE,FALSE,TRUE,,,Power Up State Machine State [0: RESET; 1: IDLE; 2: RESET_PLL; 3: WAIT_PLL_LOCK; 4: RESET_DLLS; 5: WAIT_DLLS_RESET_DONE; 6: WAIT_DLL_LOCK; 7: RESET_LOGIC_USING_DLL; 8: READY]
RO_CLOCKS_AND_RESETS_ALL_w6,,8,RO,,,,I2C_RO_lock_filter_state,4,2,,0x0,TRUE,FALSE,TRUE,,,Lock filter state machine [0: UnlockedState; 1: ConfirmLockState; 2: LockedState; 3: ConfirmUnlockState]
RO_CLOCKS_AND_RESETS_ALL_w6,,8,RO,,,,I2C_RO_lock_filter_locked,6,1,,0x0,TRUE,FALSE,TRUE,,,Locked signal from the lock filter
RO_CLOCKS_AND_RESETS_ALL_w6,,8,RO,,,,I2C_RO_lock_filter_loss_of_lock_count,7,1,,0x0,TRUE,FALSE,TRUE,,,PLL loss of lock action counter
RO_CLOCKS_AND_RESETS_ALL_w7,,8,RO,,,,I2C_RO_lock_filter_loss_of_lock_count,0,7,,0x0,TRUE,FALSE,TRUE,,,PLL loss of lock action counter
RO_CLOCKS_AND_RESETS_ALL_w7,,8,RO,,,,I2C_RO_sm_state,7,1,,0x0,TRUE,FALSE,TRUE,,,PLL initialization state machine [0: ResetState; 1: Init; 2: CapSearchStart; 3: CapSearchClearCounters0; 4: CapSearchClearCounters1; 5: CapSearchEnableCounter; 6: CapSearchWaitFreqDecision; 7: CapSearchVCOFaster; 8: CapSearchRefClkFaster; 9: PLLInit; 10: CDRInit; 11: PLLEnd; 12: CDREnd]
RO_CLOCKS_AND_RESETS_ALL_w8,,8,RO,,,,I2C_RO_sm_state,0,3,,0x0,TRUE,FALSE,TRUE,,,PLL initialization state machine [0: ResetState; 1: Init; 2: CapSearchStart; 3: CapSearchClearCounters0; 4: CapSearchClearCounters1; 5: CapSearchEnableCounter; 6: CapSearchWaitFreqDecision; 7: CapSearchVCOFaster; 8: CapSearchRefClkFaster; 9: PLLInit; 10: CDRInit; 11: PLLEnd; 12: CDREnd]
RO_CLOCKS_AND_RESETS_ALL_w8,,8,RO,,,,I2C_RO_sm_locked,3,1,,0x0,TRUE,FALSE,TRUE,,,PLL state machine locked
RO_CLOCKS_AND_RESETS_ALL_w8,,8,RO,,,,I2C_RO_vco_capbank,4,4,,0x0,TRUE,FALSE,TRUE,,,Currently selected capacitor bank
RO_CLOCKS_AND_RESETS_ALL_w9,,8,RO,,,,I2C_RO_vco_capbank,0,5,,0x0,TRUE,FALSE,TRUE,,,Currently selected capacitor bank
RO_CLOCKS_AND_RESETS_ALL_w9,,8,RO,,,,RSVD0,5,3,,0x0,FALSE,TRUE,TRUE,,,
RO_CLOCKS_AND_RESETS_ALL_w10,,8,RO,,,,tmr_err_cnt_clocks_and_resets,0,8,,0x0,TRUE,FALSE,TRUE,,,wrap-around SEU error counter. Reset by err_clr (RW_MISC_ALL.misc_rw_0[0]) or hard reset.
RW_ERX_ALL_w0,,8,RW,,,,erx_ch_00_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w0,,8,RW,,,,erx_ch_00_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w0,,8,RW,,,,erx_ch_00_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w0,,8,RW,,,,erx_ch_00_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w0,,8,RW,,,,erx_ch_00_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w0,,8,RW,,,,RSVD0,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w1,,8,RW,,,,erx_ch_01_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w1,,8,RW,,,,erx_ch_01_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w1,,8,RW,,,,erx_ch_01_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w1,,8,RW,,,,erx_ch_01_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w1,,8,RW,,,,erx_ch_01_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w1,,8,RW,,,,RSVD1,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w2,,8,RW,,,,erx_ch_02_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w2,,8,RW,,,,erx_ch_02_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w2,,8,RW,,,,erx_ch_02_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w2,,8,RW,,,,erx_ch_02_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w2,,8,RW,,,,erx_ch_02_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w2,,8,RW,,,,RSVD2,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,erx_ch_03_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w3,,8,RW,,,,RSVD3,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_equalizer,3,2,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,erx_ch_04_set_common_mode,5,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w4,,8,RW,,,,RSVD4,6,2,,0x0,FALSE,TRUE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,erx_ch_05_enable,0,1,,0x1,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,erx_ch_05_invert_data,1,1,,0x0,TRUE,FALSE,FALSE,,,
RW_ERX_ALL_w5,,8,RW,,,,erx_ch_05_enable_termination,2,1,,0x1,TRUE,FALSE,FALSE,,,
