block,block_id,parameter,parameter_id,address,parameter_name,access,size_byte,default_value,param_mask,param_shift,max_value,description
ChAligner,09,user_word,01,0x0248,ChAligner_09_user_word_01,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,09,user_word,02,0x024c,ChAligner_09_user_word_02,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,09,user_word,03,0x0250,ChAligner_09_user_word_03,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,09,per_ch_align_en,,0x0240,ChAligner_09_per_ch_align_en,rw,1,1,1,0,1,Enables channel aligner sequence [0: disabled; 1: enabled] (for Automatic alignment mode also set snapshot_arm=0; snapshot_en=1; i2c_snapshot_en=0 and sel_override_en=0)
ChAligner,09,sel_override_en,,0x0240,ChAligner_09_sel_override_en,rw,1,0,1,1,1,Enables the override of the select value with the value provided in sel_override_val [0: disabled (for Automatic Alignment); 1: enabled (for Manual Alignment)]
ChAligner,09,patt_en,,0x0240,ChAligner_09_patt_en,rw,1,0,1,2,1,Enables a test (PRBS of user_words) pattern to be sent to the input of the channel aligner in place of data from ePortRx [0: disabled; 1: enabled]
ChAligner,09,prbs28_en,,0x0240,ChAligner_09_prbs28_en,rw,1,0,1,3,1,Selects the pattern to be inserted in the PRBS generation [0: PRBS pattern 32 bits; 1: PRBS pattern is {4-bit header; PRBS [31:4]}]. The PRBS generator use the polynomial x^15 + x^14 + 1 and seed is set by the seed_in field
ChAligner,09,patt_sel,,0x0240,ChAligner_09_patt_sel,rw,1,0,1,4,1,Selection of test pattern to be sent to the input of the channel aligner [0: PRBS pattern each cycle; 1: cyclically transmit user_word_0->user_word_1->user_word_2->user_word_3]
ChAligner,09,prbs_chk_en,,0x0240,ChAligner_09_prbs_chk_en,rw,1,0,1,5,1,Enables the aligner PRBS checker [1: enabled; 0: disabled]. The checker expects a PRBS with polynomial x^15 + x^14 + 1 and seed is set by the seed_in field. Errors indicated in prbs_chk_err and counted in prbs_chk_err_cnt registers
ChAligner,09,force_ch_outputs,,0x0240,ChAligner_09_force_ch_outputs,rw,1,0,1,6,1,Enables user_word_0 pattern at the output of the channel aligner [1: enabled; 0: disabled]
ChAligner,09,sel_override_val,,0x0241,ChAligner_09_sel_override_val,rw,1,0,255,0,255,The value for the alignment select register to be used when sel_override_en=1
ChAligner,09,seed_in,,0x0242,ChAligner_09_seed_in,rw,2,0,16383,0,16383,Value loaded into the Linear Feeback Shift Register for the internal PRBS pattern generator. The value is padded to 15 bits by adding a leading 0
ChAligner,09,pattern_match,,0x0254,ChAligner_09_pattern_match,ro,1,0,1,0,1,Status of Alignment [0: alignment pattern not found in snapshot; 1: alignment pattern found in snapshot]
ChAligner,09,snapshot_dv,,0x0254,ChAligner_09_snapshot_dv,ro,1,0,1,1,1,Status of Snapshot [0: snapshot not taken; 1: snapshot taken]
ChAligner,09,hdr_mm_err,,0x0254,ChAligner_09_hdr_mm_err,ro,1,0,1,2,1,Status 1: incorrect header (not matching idle_hdr_val) observed at BX!=1
ChAligner,09,spare_err,,0x0254,ChAligner_09_spare_err,ro,1,0,1,3,1,
ChAligner,09,orbsyn_hdr_err,,0x0254,ChAligner_09_orbsyn_hdr_err,ro,1,0,1,4,1,Status 1: incorrect special header observed (not matching orbsyn_hdr_val)
ChAligner,09,orbsyn_arr_err,,0x0254,ChAligner_09_orbsyn_arr_err,ro,1,0,1,5,1,Status 1: a second BCR fast command was received
ChAligner,09,orbsyn_fc_err,,0x0254,ChAligner_09_orbsyn_fc_err,ro,1,0,1,6,1,Status 1: BCR fast command is missing
ChAligner,09,prbs_chk_err,,0x0254,ChAligner_09_prbs_chk_err,ro,1,0,1,7,1,Status 1: error observed by the aligner PRBS checker
ChAligner,09,select,,0x0255,ChAligner_09_select,ro,1,32,255,0,255,Offset for location within 192-bit shift register from which channel aligner selects the 32-bit word. In Automatic Alignment this is the location of the MSB of the special header within the snapshot. Valid range is from 32 to 160 in Automatic alignment
ChAligner,09,snapshot,,0x0256,ChAligner_09_snapshot,ro,24,0,6277101735386680763835789423207666416102355444464034512895,0,6277101735386680763835789423207666416102355444464034512895,Snapshot of 192-bit shift register of aligner. Snapshot can be triggered via LinkResetROC (in Automatic and Manual modes) or through a snapshot_arm (in i2c_trigger mode)
ChAligner,09,hdr_mm_cntr,,0x026e,ChAligner_09_hdr_mm_cntr,ro,2,0,65535,0,65535,Header mismatch error counter. Error counter for incorrect regular header (BX!=1). Reset by err_clr (RW_Misc_ALL.misc_rw_0[0])
ChAligner,09,orbsyn_hdr_err_cnt,,0x0270,ChAligner_09_orbsyn_hdr_err_cnt,ro,1,0,255,0,255,Error counter for incorrect special header observed (not matching orbsyn_hdr_val). Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,09,orbsyn_arr_err_cnt,,0x0271,ChAligner_09_orbsyn_arr_err_cnt,ro,1,0,255,0,255,Error counter for extra BCR fast command. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,09,orbsyn_fc_err_cnt,,0x0272,ChAligner_09_orbsyn_fc_err_cnt,ro,1,0,255,0,255,Error counter for missing BCR fast command. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,09,prbs_chk_err_cnt,,0x0273,ChAligner_09_prbs_chk_err_cnt,ro,1,0,255,0,255,Error counter for internal PRBS check. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,09,tmr_err_cnt_chan_aligner,,0x0274,ChAligner_09_tmr_err_cnt_chan_aligner,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChAligner,09,tmr_err_cnt_chan_err,,0x0275,ChAligner_09_tmr_err_cnt_chan_err,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChAligner,09,tmr_err_cnt_chan_eprxgrp,,0x0276,ChAligner_09_tmr_err_cnt_chan_eprxgrp,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChAligner,10,user_word,00,0x0284,ChAligner_10_user_word_00,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Transmitted from output of aligner while alignment procedure is active or when force_ch_outputs=1. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,10,user_word,01,0x0288,ChAligner_10_user_word_01,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,10,user_word,02,0x028c,ChAligner_10_user_word_02,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,10,user_word,03,0x0290,ChAligner_10_user_word_03,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,10,per_ch_align_en,,0x0280,ChAligner_10_per_ch_align_en,rw,1,1,1,0,1,Enables channel aligner sequence [0: disabled; 1: enabled] (for Automatic alignment mode also set snapshot_arm=0; snapshot_en=1; i2c_snapshot_en=0 and sel_override_en=0)
ChAligner,10,sel_override_en,,0x0280,ChAligner_10_sel_override_en,rw,1,0,1,1,1,Enables the override of the select value with the value provided in sel_override_val [0: disabled (for Automatic Alignment); 1: enabled (for Manual Alignment)]
ChAligner,10,patt_en,,0x0280,ChAligner_10_patt_en,rw,1,0,1,2,1,Enables a test (PRBS of user_words) pattern to be sent to the input of the channel aligner in place of data from ePortRx [0: disabled; 1: enabled]
ChAligner,10,prbs28_en,,0x0280,ChAligner_10_prbs28_en,rw,1,0,1,3,1,Selects the pattern to be inserted in the PRBS generation [0: PRBS pattern 32 bits; 1: PRBS pattern is {4-bit header; PRBS [31:4]}]. The PRBS generator use the polynomial x^15 + x^14 + 1 and seed is set by the seed_in field
ChAligner,10,patt_sel,,0x0280,ChAligner_10_patt_sel,rw,1,0,1,4,1,Selection of test pattern to be sent to the input of the channel aligner [0: PRBS pattern each cycle; 1: cyclically transmit user_word_0->user_word_1->user_word_2->user_word_3]
ChAligner,10,prbs_chk_en,,0x0280,ChAligner_10_prbs_chk_en,rw,1,0,1,5,1,Enables the aligner PRBS checker [1: enabled; 0: disabled]. The checker expects a PRBS with polynomial x^15 + x^14 + 1 and seed is set by the seed_in field. Errors indicated in prbs_chk_err and counted in prbs_chk_err_cnt registers
ChAligner,10,force_ch_outputs,,0x0280,ChAligner_10_force_ch_outputs,rw,1,0,1,6,1,Enables user_word_0 pattern at the output of the channel aligner [1: enabled; 0: disabled]
ChAligner,10,sel_override_val,,0x0281,ChAligner_10_sel_override_val,rw,1,0,255,0,255,The value for the alignment select register to be used when sel_override_en=1
ChAligner,10,seed_in,,0x0282,ChAligner_10_seed_in,rw,2,0,16383,0,16383,Value loaded into the Linear Feeback Shift Register for the internal PRBS pattern generator. The value is padded to 15 bits by adding a leading 0
ChAligner,10,pattern_match,,0x0294,ChAligner_10_pattern_match,ro,1,0,1,0,1,Status of Alignment [0: alignment pattern not found in snapshot; 1: alignment pattern found in snapshot]
ChAligner,10,snapshot_dv,,0x0294,ChAligner_10_snapshot_dv,ro,1,0,1,1,1,Status of Snapshot [0: snapshot not taken; 1: snapshot taken]
ChAligner,10,hdr_mm_err,,0x0294,ChAligner_10_hdr_mm_err,ro,1,0,1,2,1,Status 1: incorrect header (not matching idle_hdr_val) observed at BX!=1
ChAligner,10,spare_err,,0x0294,ChAligner_10_spare_err,ro,1,0,1,3,1,
ChAligner,10,orbsyn_hdr_err,,0x0294,ChAligner_10_orbsyn_hdr_err,ro,1,0,1,4,1,Status 1: incorrect special header observed (not matching orbsyn_hdr_val)
ChAligner,10,orbsyn_arr_err,,0x0294,ChAligner_10_orbsyn_arr_err,ro,1,0,1,5,1,Status 1: a second BCR fast command was received
ChAligner,10,orbsyn_fc_err,,0x0294,ChAligner_10_orbsyn_fc_err,ro,1,0,1,6,1,Status 1: BCR fast command is missing
ChAligner,10,prbs_chk_err,,0x0294,ChAligner_10_prbs_chk_err,ro,1,0,1,7,1,Status 1: error observed by the aligner PRBS checker
ChAligner,10,select,,0x0295,ChAligner_10_select,ro,1,32,255,0,255,Offset for location within 192-bit shift register from which channel aligner selects the 32-bit word. In Automatic Alignment this is the location of the MSB of the special header within the snapshot. Valid range is from 32 to 160 in Automatic alignment
ChAligner,10,snapshot,,0x0296,ChAligner_10_snapshot,ro,24,0,6277101735386680763835789423207666416102355444464034512895,0,6277101735386680763835789423207666416102355444464034512895,Snapshot of 192-bit shift register of aligner. Snapshot can be triggered via LinkResetROC (in Automatic and Manual modes) or through a snapshot_arm (in i2c_trigger mode)
ChAligner,10,hdr_mm_cntr,,0x02ae,ChAligner_10_hdr_mm_cntr,ro,2,0,65535,0,65535,Header mismatch error counter. Error counter for incorrect regular header (BX!=1). Reset by err_clr (RW_Misc_ALL.misc_rw_0[0])
ChAligner,10,orbsyn_hdr_err_cnt,,0x02b0,ChAligner_10_orbsyn_hdr_err_cnt,ro,1,0,255,0,255,Error counter for incorrect special header observed (not matching orbsyn_hdr_val). Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,10,orbsyn_arr_err_cnt,,0x02b1,ChAligner_10_orbsyn_arr_err_cnt,ro,1,0,255,0,255,Error counter for extra BCR fast command. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,10,orbsyn_fc_err_cnt,,0x02b2,ChAligner_10_orbsyn_fc_err_cnt,ro,1,0,255,0,255,Error counter for missing BCR fast command. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,10,prbs_chk_err_cnt,,0x02b3,ChAligner_10_prbs_chk_err_cnt,ro,1,0,255,0,255,Error counter for internal PRBS check. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,10,tmr_err_cnt_chan_aligner,,0x02b4,ChAligner_10_tmr_err_cnt_chan_aligner,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChAligner,10,tmr_err_cnt_chan_err,,0x02b5,ChAligner_10_tmr_err_cnt_chan_err,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChAligner,10,tmr_err_cnt_chan_eprxgrp,,0x02b6,ChAligner_10_tmr_err_cnt_chan_eprxgrp,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChAligner,11,user_word,00,0x02c4,ChAligner_11_user_word_00,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Transmitted from output of aligner while alignment procedure is active or when force_ch_outputs=1. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,11,user_word,01,0x02c8,ChAligner_11_user_word_01,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,11,user_word,02,0x02cc,ChAligner_11_user_word_02,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,11,user_word,03,0x02d0,ChAligner_11_user_word_03,rw,4,0,4294967295,0,4294967295,The 32-bit word for test patterns. Sent as input to aligner in place of ePortRx data outputs when patt_en=1 and patt_sel=1 (transmitted cyclically every 4th BX: user_word_0->user_word_1->user_word_2->user_word_3)
ChAligner,11,per_ch_align_en,,0x02c0,ChAligner_11_per_ch_align_en,rw,1,1,1,0,1,Enables channel aligner sequence [0: disabled; 1: enabled] (for Automatic alignment mode also set snapshot_arm=0; snapshot_en=1; i2c_snapshot_en=0 and sel_override_en=0)
ChAligner,11,sel_override_en,,0x02c0,ChAligner_11_sel_override_en,rw,1,0,1,1,1,Enables the override of the select value with the value provided in sel_override_val [0: disabled (for Automatic Alignment); 1: enabled (for Manual Alignment)]
ChAligner,11,patt_en,,0x02c0,ChAligner_11_patt_en,rw,1,0,1,2,1,Enables a test (PRBS of user_words) pattern to be sent to the input of the channel aligner in place of data from ePortRx [0: disabled; 1: enabled]
ChAligner,11,prbs28_en,,0x02c0,ChAligner_11_prbs28_en,rw,1,0,1,3,1,Selects the pattern to be inserted in the PRBS generation [0: PRBS pattern 32 bits; 1: PRBS pattern is {4-bit header; PRBS [31:4]}]. The PRBS generator use the polynomial x^15 + x^14 + 1 and seed is set by the seed_in field
ChAligner,11,patt_sel,,0x02c0,ChAligner_11_patt_sel,rw,1,0,1,4,1,Selection of test pattern to be sent to the input of the channel aligner [0: PRBS pattern each cycle; 1: cyclically transmit user_word_0->user_word_1->user_word_2->user_word_3]
ChAligner,11,prbs_chk_en,,0x02c0,ChAligner_11_prbs_chk_en,rw,1,0,1,5,1,Enables the aligner PRBS checker [1: enabled; 0: disabled]. The checker expects a PRBS with polynomial x^15 + x^14 + 1 and seed is set by the seed_in field. Errors indicated in prbs_chk_err and counted in prbs_chk_err_cnt registers
ChAligner,11,force_ch_outputs,,0x02c0,ChAligner_11_force_ch_outputs,rw,1,0,1,6,1,Enables user_word_0 pattern at the output of the channel aligner [1: enabled; 0: disabled]
ChAligner,11,sel_override_val,,0x02c1,ChAligner_11_sel_override_val,rw,1,0,255,0,255,The value for the alignment select register to be used when sel_override_en=1
ChAligner,11,seed_in,,0x02c2,ChAligner_11_seed_in,rw,2,0,16383,0,16383,Value loaded into the Linear Feeback Shift Register for the internal PRBS pattern generator. The value is padded to 15 bits by adding a leading 0
ChAligner,11,pattern_match,,0x02d4,ChAligner_11_pattern_match,ro,1,0,1,0,1,Status of Alignment [0: alignment pattern not found in snapshot; 1: alignment pattern found in snapshot]
ChAligner,11,snapshot_dv,,0x02d4,ChAligner_11_snapshot_dv,ro,1,0,1,1,1,Status of Snapshot [0: snapshot not taken; 1: snapshot taken]
ChAligner,11,hdr_mm_err,,0x02d4,ChAligner_11_hdr_mm_err,ro,1,0,1,2,1,Status 1: incorrect header (not matching idle_hdr_val) observed at BX!=1
ChAligner,11,spare_err,,0x02d4,ChAligner_11_spare_err,ro,1,0,1,3,1,
ChAligner,11,orbsyn_hdr_err,,0x02d4,ChAligner_11_orbsyn_hdr_err,ro,1,0,1,4,1,Status 1: incorrect special header observed (not matching orbsyn_hdr_val)
ChAligner,11,orbsyn_arr_err,,0x02d4,ChAligner_11_orbsyn_arr_err,ro,1,0,1,5,1,Status 1: a second BCR fast command was received
ChAligner,11,orbsyn_fc_err,,0x02d4,ChAligner_11_orbsyn_fc_err,ro,1,0,1,6,1,Status 1: BCR fast command is missing
ChAligner,11,prbs_chk_err,,0x02d4,ChAligner_11_prbs_chk_err,ro,1,0,1,7,1,Status 1: error observed by the aligner PRBS checker
ChAligner,11,select,,0x02d5,ChAligner_11_select,ro,1,32,255,0,255,Offset for location within 192-bit shift register from which channel aligner selects the 32-bit word. In Automatic Alignment this is the location of the MSB of the special header within the snapshot. Valid range is from 32 to 160 in Automatic alignment
ChAligner,11,snapshot,,0x02d6,ChAligner_11_snapshot,ro,24,0,6277101735386680763835789423207666416102355444464034512895,0,6277101735386680763835789423207666416102355444464034512895,Snapshot of 192-bit shift register of aligner. Snapshot can be triggered via LinkResetROC (in Automatic and Manual modes) or through a snapshot_arm (in i2c_trigger mode)
ChAligner,11,hdr_mm_cntr,,0x02ee,ChAligner_11_hdr_mm_cntr,ro,2,0,65535,0,65535,Header mismatch error counter. Error counter for incorrect regular header (BX!=1). Reset by err_clr (RW_Misc_ALL.misc_rw_0[0])
ChAligner,11,orbsyn_hdr_err_cnt,,0x02f0,ChAligner_11_orbsyn_hdr_err_cnt,ro,1,0,255,0,255,Error counter for incorrect special header observed (not matching orbsyn_hdr_val). Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,11,orbsyn_arr_err_cnt,,0x02f1,ChAligner_11_orbsyn_arr_err_cnt,ro,1,0,255,0,255,Error counter for extra BCR fast command. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,11,orbsyn_fc_err_cnt,,0x02f2,ChAligner_11_orbsyn_fc_err_cnt,ro,1,0,255,0,255,Error counter for missing BCR fast command. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,11,prbs_chk_err_cnt,,0x02f3,ChAligner_11_prbs_chk_err_cnt,ro,1,0,255,0,255,Error counter for internal PRBS check. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]). Saturates to 255
ChAligner,11,tmr_err_cnt_chan_aligner,,0x02f4,ChAligner_11_tmr_err_cnt_chan_aligner,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChAligner,11,tmr_err_cnt_chan_err,,0x02f5,ChAligner_11_tmr_err_cnt_chan_err,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChAligner,11,tmr_err_cnt_chan_eprxgrp,,0x02f6,ChAligner_11_tmr_err_cnt_chan_eprxgrp,ro,1,0,255,0,255,wrap-around SEU error counter. Reset by err_clr (RW_Misc_ALL.misc_rw_0[0]) or hard reset
ChEprxGrp,00,dll_reset_req,,0x0340,ChEprxGrp_00_dll_reset_req,rw,1,0,1,0,1,Reset the master DLL in ePortRxGroup (used only for debugging). Default value: 0
ChEprxGrp,00,reset_channels,,0x0340,ChEprxGrp_00_reset_channels,rw,1,0,1,1,1,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
ChEprxGrp,00,train_channel,,0x0340,ChEprxGrp_00_train_channel,rw,1,0,1,2,1,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
ChEprxGrp,00,phase_select_channelinput,,0x0340,ChEprxGrp_00_phase_select_channelinput,rw,1,0,15,3,15,Selects the phase for the selected channel (0-14). Only used if RW_EprxGrpTop_ALL.trackMode is in fixed_phase or continuous_tracking_with_initial_phase modes
ChEprxGrp,00,dll_state,,0x0341,ChEprxGrp_00_dll_state,ro,1,0,3,0,3,State of initialization state machine (0: Reset; 1: Force down; 2: Confirm early state; 3:Free running state)
ChEprxGrp,00,phase_select_channeloutput,,0x0341,ChEprxGrp_00_phase_select_channeloutput,ro,1,0,15,2,15,Currently selected phases for the channel
ChEprxGrp,00,dll_instant_lock,,0x0341,ChEprxGrp_00_dll_instant_lock,ro,1,0,1,6,1,Instant lock signal from the DLL (not useful)
ChEprxGrp,00,channel_locked,,0x0341,ChEprxGrp_00_channel_locked,ro,1,0,1,7,1,Status of phase selection logic for channels. Logic value of 1 means that the channel is locked. This bit is always high if the static mode selection is used
ChEprxGrp,00,dll_locked,,0x0342,ChEprxGrp_00_dll_locked,ro,1,0,1,0,1,Status of the DLL (0:unlocked; 1:locked)
ChEprxGrp,00,dll_lock_filter_state,,0x0342,ChEprxGrp_00_dll_lock_filter_state,ro,1,0,3,1,3,State of lock filter state machine(0:Unlocked State; 1:Confirm Lock State; 2:Locked State; 3:Confirm Unlock State)
ChEprxGrp,00,dll_loss_of_lock_count,,0x0342,ChEprxGrp_00_dll_loss_of_lock_count,ro,1,0,31,3,31,Loss of Lock counter value for the DLL Lock Filter State machine. The counter rolls over. The counter is reset only by hardreset
ChEprxGrp,01,dll_reset_req,,0x0344,ChEprxGrp_01_dll_reset_req,rw,1,0,1,0,1,Reset the master DLL in ePortRxGroup (used only for debugging). Default value: 0
ChEprxGrp,01,reset_channels,,0x0344,ChEprxGrp_01_reset_channels,rw,1,0,1,1,1,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
ChEprxGrp,01,train_channel,,0x0344,ChEprxGrp_01_train_channel,rw,1,0,1,2,1,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
ChEprxGrp,01,phase_select_channelinput,,0x0344,ChEprxGrp_01_phase_select_channelinput,rw,1,0,15,3,15,Selects the phase for the selected channel (0-14). Only used if RW_EprxGrpTop_ALL.trackMode is in fixed_phase or continuous_tracking_with_initial_phase modes
ChEprxGrp,01,dll_state,,0x0345,ChEprxGrp_01_dll_state,ro,1,0,3,0,3,State of initialization state machine (0: Reset; 1: Force down; 2: Confirm early state; 3:Free running state)
ChEprxGrp,01,phase_select_channeloutput,,0x0345,ChEprxGrp_01_phase_select_channeloutput,ro,1,0,15,2,15,Currently selected phases for the channel
ChEprxGrp,01,dll_instant_lock,,0x0345,ChEprxGrp_01_dll_instant_lock,ro,1,0,1,6,1,Instant lock signal from the DLL (not useful)
ChEprxGrp,01,channel_locked,,0x0345,ChEprxGrp_01_channel_locked,ro,1,0,1,7,1,Status of phase selection logic for channels. Logic value of 1 means that the channel is locked. This bit is always high if the static mode selection is used
ChEprxGrp,01,dll_locked,,0x0346,ChEprxGrp_01_dll_locked,ro,1,0,1,0,1,Status of the DLL (0:unlocked; 1:locked)
ChEprxGrp,01,dll_lock_filter_state,,0x0346,ChEprxGrp_01_dll_lock_filter_state,ro,1,0,3,1,3,State of lock filter state machine(0:Unlocked State; 1:Confirm Lock State; 2:Locked State; 3:Confirm Unlock State)
ChEprxGrp,01,dll_loss_of_lock_count,,0x0346,ChEprxGrp_01_dll_loss_of_lock_count,ro,1,0,31,3,31,Loss of Lock counter value for the DLL Lock Filter State machine. The counter rolls over. The counter is reset only by hardreset
ChEprxGrp,02,dll_reset_req,,0x0348,ChEprxGrp_02_dll_reset_req,rw,1,0,1,0,1,Reset the master DLL in ePortRxGroup (used only for debugging). Default value: 0
ChEprxGrp,02,reset_channels,,0x0348,ChEprxGrp_02_reset_channels,rw,1,0,1,1,1,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
ChEprxGrp,02,train_channel,,0x0348,ChEprxGrp_02_train_channel,rw,1,0,1,2,1,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
ChEprxGrp,02,phase_select_channelinput,,0x0348,ChEprxGrp_02_phase_select_channelinput,rw,1,0,15,3,15,Selects the phase for the selected channel (0-14). Only used if RW_EprxGrpTop_ALL.trackMode is in fixed_phase or continuous_tracking_with_initial_phase modes
ChEprxGrp,02,dll_state,,0x0349,ChEprxGrp_02_dll_state,ro,1,0,3,0,3,State of initialization state machine (0: Reset; 1: Force down; 2: Confirm early state; 3:Free running state)
ChEprxGrp,02,phase_select_channeloutput,,0x0349,ChEprxGrp_02_phase_select_channeloutput,ro,1,0,15,2,15,Currently selected phases for the channel
ChEprxGrp,02,dll_instant_lock,,0x0349,ChEprxGrp_02_dll_instant_lock,ro,1,0,1,6,1,Instant lock signal from the DLL (not useful)
ChEprxGrp,02,channel_locked,,0x0349,ChEprxGrp_02_channel_locked,ro,1,0,1,7,1,Status of phase selection logic for channels. Logic value of 1 means that the channel is locked. This bit is always high if the static mode selection is used
ChEprxGrp,02,dll_locked,,0x034a,ChEprxGrp_02_dll_locked,ro,1,0,1,0,1,Status of the DLL (0:unlocked; 1:locked)
ChEprxGrp,02,dll_lock_filter_state,,0x034a,ChEprxGrp_02_dll_lock_filter_state,ro,1,0,3,1,3,State of lock filter state machine(0:Unlocked State; 1:Confirm Lock State; 2:Locked State; 3:Confirm Unlock State)
ChEprxGrp,02,dll_loss_of_lock_count,,0x034a,ChEprxGrp_02_dll_loss_of_lock_count,ro,1,0,31,3,31,Loss of Lock counter value for the DLL Lock Filter State machine. The counter rolls over. The counter is reset only by hardreset
ChEprxGrp,03,dll_reset_req,,0x034c,ChEprxGrp_03_dll_reset_req,rw,1,0,1,0,1,Reset the master DLL in ePortRxGroup (used only for debugging). Default value: 0
ChEprxGrp,03,reset_channels,,0x034c,ChEprxGrp_03_reset_channels,rw,1,0,1,1,1,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
ChEprxGrp,03,train_channel,,0x034c,ChEprxGrp_03_train_channel,rw,1,0,1,2,1,Request phase training for a given channel. The user has to generate a positive pulse on this bit (set to 1 and then set to 0)
ChEprxGrp,03,phase_select_channelinput,,0x034c,ChEprxGrp_03_phase_select_channelinput,rw,1,0,15,3,15,Selects the phase for the selected channel (0-14). Only used if RW_EprxGrpTop_ALL.trackMode is in fixed_phase or continuous_tracking_with_initial_phase modes
